Day,Month,Year,Venue,City,Country,Tour
2,Apr,1986,Stadionsporthalle,Hannover,Germany,world rour 85/86
3,Apr,1986,Festhalle,Frankfurt,Germany,world tour 85/86
4,Apr,1986,Festhalle,Frankfurt,Germany,world tour 85/86
5,Apr,1986,Westfalenhalle,Dortmund,Germany,world tour 85/86
6,Apr,1986,Sporthalle,Koln,Germany,world tour 85/86
20,Apr,1986,Stadthalle (2 shows),Vienna,Austria,world tour 85/86
23,Apr,1986,Ahoy Arena,Rotterdam,Netherlands,world tour 85/86
24,Apr,1986,Ahoy Arena,Rotterdam,Netherlands,world tour 85/86
26,Apr,1986,Vorst Nationaal,Brussels,Belgium,world tour 85/86
28,Jun,1986,Wembley Arena,London,United Kingdom,guest at Wham's final concert
20,Jul,1986,Wembley Arena,London,United Kingdom,princes trust concert
15,Aug,1986,Joe Louis Arena,Detroit,United States of America,world tour 85/86
17,Aug,1986,Pine Knob Music Theatre,Clarkston,United States of America,world tour 85/86
18,Aug,1986,Joe Louis Arena,Detroit,United States of America,world tour 85/86
19,Aug,1986,Blossom Music Center,Cuyahoga Falls,United States of America,world tour 85/86
21,Aug,1986,Sandstone Amphitheater,Bonner Springs,United States of America,world tour 85/86
22,Aug,1986,St. Paul Civic Center,St. Paul,United States of America,world tour 85/86
23,Aug,1986,Poplar Creek Music Theatre,Chicago,United States of America,world tour 85/86
26,Aug,1986,CNE Grandstand,Toronto,Canada,world tour 85/86
27,Aug,1986,Jarry Park,Montreal,Canada,world tour 85/86
29,Aug,1986,Hartford Civic Center,Hartford,United States of America,world tour 85/86
30,Aug,1986,Saratoga Performing Arts Center,Saratoga Springs,United States of America,world tour 85/86
31,Aug,1986,Merriweather Post Pavilion,Columbia,United States of America,world tour 85/86
2,Sep,1986,The Spectrum,Philadelphia,United States of America,world tour 85/86
3,Sep,1986,Centrum,Worcester,United States of America,world tour 85/86
5,Sep,1986,Centrum,Worcester,United States of America,world tour 85/86
6,Sep,1986,The Centrum,Worcester,United States of America,world tour 85/86
7,Sep,1986,Civic Center,Providence,United States of America,world tour 85/86
8,Sep,1986,The Spectrum,Philadelphia,United States of America,world tour 85/86
11,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86
12,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86
13,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86
14,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86
16,Sep,1986,The Omni,Atlanta,United States of America,world tour 85/86
20,Sep,1986,Leon County Civic Center,Tallahassee,United States of America,world tour 85/86
21,Sep,1986,USF Sun Dome,Tampa,United States of America,world tour 85/86
23,Sep,1986,Starwood Amphitheatre,Nashville,United States of America,world tour 85/86
26,Sep,1986,The Summit,Houston,United States of America,world tour 85/86
27,Sep,1986,Reunion Arena,Dallas,United States of America,world tour 85/86
30,Sep,1986,McNichols Arena,Denver,United States of America,world tour 85/86
3,Oct,1986,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,world tour 85/86
4,Oct,1986,Pacific Amphitheater,Costa Mesa,United States of America,world tour 85/86
7,Oct,1986,Universal Amphitheatre,Los Angeles,United States of America,world tour 85/86
10,Oct,1986,Universal Amphitheatre,Los Angeles,United States of America,world tour 85/86
12,Oct,1986,Hollywood Bowl,Los Angeles,United States of America,world tour 85/86
5,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force
6,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force
7,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force
10,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
11,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
12,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
13,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
15,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
16,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
17,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
18,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force
21,Nov,1986,Football Park,Adelaide,Australia,Tour De Force
25,Nov,1986,Perth Entertainment Center,Perth,Australia,Tour De Force
26,Nov,1986,Perth Entertainment Center,Perth,Australia,Tour De Force
1,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
2,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
3,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
4,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
6,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
7,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
8,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
9,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
11,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
12,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
13,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
14,Dec,1986,Entertainment Center,Sydney,Australia,Tour De Force
1,Apr,1987,Wembley Arena,London,United Kingdom,aids benefit show
3,Jun,1988,Sotheby's,London,United Kingdom,private party for reg strikes back album
5,Jun,1988,Royal Albert Hall,London,United Kingdom,prince's trust concert
6,Jun,1988,Royal Albert Hall,London,United Kingdom,prince's trust concert
24,Jun,1988,The Axis Club,Boston,United States of America,private party - 30 minute set
8,Jul,1988,Century Plaza Hotel,Los Angeles,United States of America,athletes and entertainers for kids benefit
9,Sep,1988,Miami Arena,Miami,United States of America,United States of America 1988 Tour
10,Sep,1988,Miami Arena,Miami,United States of America,United States of America 1988 Tour
11,Sep,1988,USF Sun Dome,Tampa,United States of America,United States of America 1988 Tour
13,Sep,1988,Merriweather Post Pavilion,Columbia,United States of America,United States of America 1988 Tour
14,Sep,1988,Blossom Music Center,Cuyahoga Falls,United States of America,United States of America 1988 Tour
16,Sep,1988,Poplar Creek Music Theatre,Chicago,United States of America,United States of America 1988 Tour
17,Sep,1988,Poplar Creek Music Theatre,Chicago,United States of America,United States of America 1988 Tour
18,Sep,1988,Marcus Amphitheater,Milwaukee,United States of America,United States of America 1988 Tour
20,Sep,1988,Fiddlers Green Amphitheater,Denver,United States of America,United States of America 1988 Tour
23,Sep,1988,Hollywood Bowl,Los Angeles,United States of America,United States of America 1988 Tour
24,Sep,1988,Hollywood Bowl,Los Angeles,United States of America,United States of America 1988 Tour
25,Sep,1988,Hollywood Bowl,Los Angeles,United States of America,United States of America 1988 Tour
27,Sep,1988,Pacific Amphitheatre,Costa Mesa,United States of America,United States of America 1988 Tour
30,Sep,1988,Starplex Amphitheater,Dallas,United States of America,United States of America 1988 Tour
1,Oct,1988,The Summit,Houston,United States of America,United States of America 1988 Tour
4,Oct,1988,The Spectrum,Philadelphia,United States of America,United States of America 1988 Tour
5,Oct,1988,The Spectrum,Philadelphia,United States of America,United States of America 1988 Tour
7,Oct,1988,Hartford Civic Center,Hartford,United States of America,United States of America 1988 Tour
8,Oct,1988,The Centrum,Worcester,United States of America,United States of America 1988 Tour
9,Oct,1988,The Centrum,Worcester,United States of America,United States of America 1988 Tour
10,Oct,1988,The Centrum,Worcester,United States of America,United States of America 1988 Tour
12,Oct,1988,The Palace Of Auburn Hills,Auburn Hills,United States of America,United States of America 1988 Tour
13,Oct,1988,The Palace Of Auburn Hills,Auburn Hills,United States of America,United States of America 1988 Tour
14,Oct,1988,The Palace Of Auburn Hills,Auburn Hills,United States of America,United States of America 1988 Tour
15,Oct,1988,The Palace Of Auburn Hills,Auburn Hills,United States of America,United States of America 1988 Tour
17,Oct,1988,Madison Square Garden,New York,United States of America,United States of America 1988 Tour
18,Oct,1988,Madison Square Garden,New York,United States of America,United States of America 1988 Tour
20,Oct,1988,Madison Square Garden,New York,United States of America,United States of America 1988 Tour
21,Oct,1988,Madison Square Garden,New York,United States of America,United States of America 1988 Tour
22,Oct,1988,Madison Square Garden,New York,United States of America,United States of America 1988 Tour
31,Oct,1988,Rainbow Hall,Nagoya,Japan,Japan Tour with Eric Clapton
2,Nov,1988,Tokyo Dome,Tokyo,Japan,Japan Tour with Eric Clapton
4,Nov,1988,Budohkan Theatre,Tokyo,Japan,Japan Tour with Eric Clapton
5,Nov,1988,Osaka Stadium,Osaka,Japan,Japan Tour with Eric Clapton
20,Mar,1989,Halle Tony Garier,Lyons,France,The World Tour
23,Mar,1989,Palais Omnisports,Paris,France,The World Tour
24,Mar,1989,Palais Omnisports,Paris,France,The World Tour
26,Mar,1989,Palais Omnisports,Paris,France,The World Tour
27,Mar,1989,Palais Omnisports,Paris,France,The World Tour
29,Mar,1989,Vorst Nationaal,Brussels,Belgium,The World Tour
30,Mar,1989,Vorst Nationaal,Brussels,Belgium,The World Tour
1,Apr,1989,Philipshalle,Dusseldorf,Germany,The World Tour
2,Apr,1989,Ostseehalle,Kiel,Germany,The World Tour
4,Apr,1989,Deuchland Hall,Berlin,Germany,The World Tour
6,Apr,1989,Sporthalle,Hamburg,Germany,The World Tour
7,Apr,1989,Brøndbyhallen,Brøndby,Denmark,The World Tour
9,Apr,1989,The Globe,Stockholm,Sweden,The World Tour
10,Apr,1989,Drammenshalle,Oslo,Norway,The World Tour
12,Apr,1989,Grugahalle,Essen,Germany,The World Tour
13,Apr,1989,Sporthalle,Koln,Germany,The World Tour
14,Apr,1989,Festhalle,Frankfurt,Germany,The World Tour
15,Apr,1989,Festhalle,Frankfurt,Germany,The World Tour
17,Apr,1989,Saarlandhalle,Saarbruecken,Germany,The World Tour
19,Apr,1989,Patinoire De Malley,LaUnited States of Americanne,Switzerland,The World Tour
21,Apr,1989,Football Stadium,Marbella,Spain,The World Tour
22,Apr,1989,Velodromo Anoeta,San Sebastian,Spain,The World Tour
23,Apr,1989,Palacio de Deportes,Madrid,Spain,The World Tour
25,Apr,1989,Sports Palace,Barcelona,Spain,The World Tour
26,Apr,1989,Verona Arena,Verona,Italy,The World Tour
27,Apr,1989,Palatrussardi,Milan,Italy,The World Tour
28,Apr,1989,The Palaeur,Rome,Italy,The World Tour
1,May,1989,Wiener Stadthalle,Vienna,Austria,The World Tour
2,May,1989,Wiener Stadthalle,Vienna,Austria,The World Tour
3,May,1989,Hallenstadion,Munchen,Germany,The World Tour
5,May,1989,Hallenstadion,Zurich,Switzerland,The World Tour
6,May,1989,Hallenstadion,Zurich,Switzerland,The World Tour
8,May,1989,Schleyerhalle,Stuttgart,Germany,The World Tour
17,May,1989,National Exhibition Center,Birmingham,United Kingdom,The World Tour
18,May,1989,National Exhibition Center,Birmingham,United Kingdom,The World Tour
19,May,1989,National Exhibition Center,Birmingham,United Kingdom,The World Tour
21,May,1989,Wembley Arena,London,United Kingdom,The World Tour
22,May,1989,Wembley Arena,London,United Kingdom,The World Tour
23,May,1989,Wembley Arena,London,United Kingdom,The World Tour
24,May,1989,Wembley Arena,London,United Kingdom,The World Tour
25,May,1989,Wembley Arena,London,United Kingdom,The World Tour
27,May,1989,Wembley Arena,London,United Kingdom,The World Tour
28,May,1989,Wembley Arena,London,United Kingdom,The World Tour
29,May,1989,Wembley Arena,London,United Kingdom,The World Tour
30,May,1989,Wembley Arena,London,United Kingdom,The World Tour
1,Jun,1989,Edinburgh Playhouse,Edinburgh,United Kingdom,The World Tour
2,Jun,1989,Edinburgh Playhouse,Edinburgh,United Kingdom,The World Tour
5,Jun,1989,Kings Hall,Belfast,Ireland,The World Tour
6,Jun,1989,Kings Hall,Belfast,Ireland,The World Tour
8,Jun,1989,RDS Stadium,Dublin,Ireland,The World Tour
9,Jun,1989,RDS Stadium,Dublin,Ireland,The World Tour
10,Jun,1989,RDS Stadium,Dublin,Ireland,The World Tour
28,Jul,1989,Hartford Civic Center,Hartford,United States of America,The World Tour
29,Jul,1989,Civic Center,Providence,United States of America,The World Tour
30,Jul,1989,Saratoga Performing Arts Center,Saratoga Springs,United States of America,The World Tour
1,Aug,1989,Great Woods Performing Arts Center,Mansfield,United States of America,The World Tour
2,Aug,1989,Great Woods Performing Arts Center,Mansfield,United States of America,The World Tour
4,Aug,1989,Brendan Byrne Arena,East Rutherford,United States of America,The World Tour
6,Aug,1989,Brendan Byrne Arena,East Rutherford,United States of America,The World Tour
7,Aug,1989,Brendan Byrne Arena,East Rutherford,United States of America,The World Tour
8,Aug,1989,Shoreline Amphitheatre,Mountain View,United States of America,The World Tour
9,Aug,1989,Lakefront Arena,New Orleans,United States of America,The World Tour
10,Aug,1989,The Summit,Houston,United States of America,The World Tour
11,Aug,1989,Starplex Amphitheater,Dallas,United States of America,The World Tour
12,Aug,1989,Sandstone Amphitheater,Bonner Springs,United States of America,The World Tour
15,Aug,1989,Great Western Forum,Los Angeles,United States of America,The World Tour
16,Aug,1989,Great Western Forum,Los Angeles,United States of America,The World Tour
18,Aug,1989,Great Western Forum,Los Angeles,United States of America,The World Tour
19,Aug,1989,Pacific Amphitheatre,Costa Mesa,United States of America,The World Tour
20,Aug,1989,Shoreline Amphitheatre,Mountain View,United States of America,The World Tour
22,Aug,1989,Fiddlers Green Amphitheater,Denver,United States of America,The World Tour
24,Aug,1989,Universal Amphitheatre,Los Angeles,United States of America,The Who's Rock Opera
26,Aug,1989,Poplar Creek Music Theatre,Chicago,United States of America,The World Tour
27,Aug,1989,Poplar Creek Music Theatre,Chicago,United States of America,The World Tour
29,Aug,1989,Blossom Music Center,Cuyahoga Falls,United States of America,The World Tour
30,Aug,1989,Deer Creek Music Center,Noblesville,United States of America,The World Tour
1,Sep,1989,Pine Knob Music Theatre,Clarkston,United States of America,The World Tour
2,Sep,1989,Pine Knob Music Theatre,Clarkston,United States of America,The World Tour
3,Sep,1989,Pine Knob Music Theatre,Clarkston,United States of America,The World Tour
16,Sep,1989,Lakewood Amphitheater,Atlanta,United States of America,The World Tour
17,Sep,1989,Lakewood Amphitheater,Atlanta,United States of America,The World Tour
19,Sep,1989,Civic Arena,Pittsburgh,United States of America,The World Tour
23,Sep,1989,Dean Smith Center,Chapel Hill,United States of America,The World Tour
25,Sep,1989,unknown,Montreal,Canada,The World Tour
26,Sep,1989,Montreal Forum,Montreal,Canada,The World Tour
30,Sep,1989,The Spectrum,Philadelphia,United States of America,The World Tour
1,Oct,1989,The Spectrum,Philadelphia,United States of America,The World Tour
2,Oct,1989,The Spectrum,Philadelphia,United States of America,The World Tour
3,Oct,1989,Madison Square Garden,New York,United States of America,The World Tour
4,Oct,1989,Madison Square Garden,New York,United States of America,The World Tour
5,Oct,1989,Madison Square Garden,New York,United States of America,The World Tour
6,Oct,1989,Madison Square Garden,New York,United States of America,The World Tour
7,Oct,1989,Madison Square Garden,New York,United States of America,The World Tour
14,Oct,1989,Orlando Arena,Orlando,United States of America,The World Tour
15,Oct,1989,Orlando Arena,Orlando,United States of America,The World Tour
17,Oct,1989,Capital Centre,Landover,United States of America,The World Tour
18,Oct,1989,Veterans Memorial Coliseum,New Haven,United States of America,The World Tour
22,Oct,1989,Charlotte Coliseum,Charlotte,United States of America,The World Tour
31,Oct,1989,Royal Albert Hall,London,United Kingdom,The Who Tour
2,Nov,1989,Royal Albert Hall,London,United Kingdom,The Who Tour
27,Jan,1990,Entertainment Center,Perth,Australia,The World Tour
28,Jan,1990,Entertainment Center,Perth,Australia,The World Tour
29,Jan,1990,Entertainment Center,Perth,Australia,The World Tour
1,Feb,1990,National Tennis Center,Melbourne,Australia,The World Tour
2,Feb,1990,National Tennis Center,Melbourne,Australia,The World Tour
3,Feb,1990,National Tennis Center,Melbourne,Australia,The World Tour
5,Feb,1990,Derwent Center,Hobart,Australia,The World Tour
6,Feb,1990,Derwent Center,Hobart,Australia,The World Tour
7,Feb,1990,Derwent Center,Hobart,Australia,The World Tour
10,Feb,1990,Memorial Drive,Adelaide,Australia,The World Tour
11,Feb,1990,Memorial Drive,Adelaide,Australia,The World Tour
14,Feb,1990,Entertainment Center,Brisbane,Australia,The World Tour
15,Feb,1990,Entertainment Center,Brisbane,Australia,The World Tour
17,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
18,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
20,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
21,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
23,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
24,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
25,Feb,1990,Entertainment Center,Sydney,Australia,The World Tour
28,Feb,1990,Addington Showgrounds,Christchurch,New Zealand,The World Tour
1,Mar,1990,Mt Smart Stadium,Auckland,New Zealand,The World Tour
3,Mar,1990,Mount Smart Stadium,Auckland,New Zealand,The World Tour
7,Apr,1990,Hoosier Dome,Indianapolis,United States of America,Farm Aid IV
8,May,1990,Beverly Hilton Hotel,Los Angeles,United States of America,lupus foundation benefit
17,May,1990,Chelsea Studios,New York,United States of America,MTV's Unplugged Concert
18,May,1990,Mark G. Etess Arena,Atlantic City,United States of America,none
19,May,1990,Mark G. Etess Arena,Atlantic City,United States of America,none
20,May,1990,Mark G. Etess Arena,Atlantic City,United States of America,none
